id,dteday,Season,Hour,Holiday,Days,Workdays,Weather,Temp,TempFeeled,Humidity,Windspeed,Casual,Registered,Total User,Suhu
4967,2011-07-30,Fall,20,No,Sat,No,Good,33.62,37.12,43.0,8.9981,74,132,206,Normal
4968,2011-07-30,Fall,21,No,Sat,No,Good,32.800000000000004,37.12,49.0,11.0014,82,123,205,Normal
4969,2011-07-30,Fall,22,No,Sat,No,Good,31.98,35.605,52.0,7.0015,80,129,209,Normal
4970,2011-07-30,Fall,23,No,Sat,No,Good,31.16,34.849999999999994,55.00000000000001,6.0032,63,114,177,Normal
4971,2011-07-31,Fall,0,No,Sun,No,Good,31.16,34.849999999999994,55.00000000000001,6.0032,33,80,113,Normal
4972,2011-07-31,Fall,1,No,Sun,No,Good,30.34,34.089999999999996,62.0,6.0032,8,71,79,Normal
4973,2011-07-31,Fall,2,No,Sun,No,Good,30.34,34.849999999999994,66.0,6.0032,19,48,67,Normal
4974,2011-07-31,Fall,3,No,Sun,No,Good,30.34,34.849999999999994,66.0,0.0,24,26,50,Normal
4975,2011-07-31,Fall,4,No,Sun,No,Good,29.52,34.089999999999996,70.0,0.0,6,7,13,Normal
4976,2011-07-31,Fall,5,No,Sun,No,Good,29.52,34.089999999999996,69.0,0.0,4,4,8,Normal
4977,2011-07-31,Fall,6,No,Sun,No,Good,30.34,34.849999999999994,70.0,0.0,5,8,13,Normal
4978,2011-07-31,Fall,7,No,Sun,No,Good,30.34,34.089999999999996,57.99999999999999,8.9981,19,26,45,Normal
4979,2011-07-31,Fall,8,No,Sun,No,Good,31.16,34.849999999999994,55.00000000000001,15.001299999999999,54,88,142,Normal
4980,2011-07-31,Fall,9,No,Sun,No,Good,32.800000000000004,37.12,49.0,0.0,55,128,183,Normal
4981,2011-07-31,Fall,10,No,Sun,No,Good,34.44,37.12,36.0,11.0014,91,163,254,Normal
4982,2011-07-31,Fall,11,No,Sun,No,Good,35.26,37.12,28.000000000000004,11.0014,112,163,275,Normal
4983,2011-07-31,Fall,12,No,Sun,No,Good,36.9,38.635000000000005,25.0,12.998000000000001,146,192,338,Normal
4984,2011-07-31,Fall,13,No,Sun,No,Good,36.9,38.635000000000005,24.0,8.9981,142,152,294,Normal
4985,2011-07-31,Fall,14,No,Sun,No,Good,36.9,38.635000000000005,24.0,11.0014,130,196,326,Normal
4986,2011-07-31,Fall,15,No,Sun,No,Good,37.72,38.635000000000005,18.0,19.999499999999998,109,184,293,Normal
4987,2011-07-31,Fall,16,No,Sun,No,Good,37.72,38.635000000000005,17.0,19.0012,98,208,306,Normal
4988,2011-07-31,Fall,17,No,Sun,No,Good,37.72,38.635000000000005,16.0,11.0014,114,206,320,Normal
4989,2011-07-31,Fall,18,No,Sun,No,Good,35.26,39.395,41.0,19.0012,91,213,304,Normal
4990,2011-07-31,Fall,19,No,Sun,No,Good,32.800000000000004,37.88,55.00000000000001,22.0028,87,187,274,Normal
4991,2011-07-31,Fall,20,No,Sun,No,Good,32.800000000000004,37.88,55.00000000000001,22.0028,70,205,275,Normal
4992,2011-07-31,Fall,21,No,Sun,No,Good,31.98,37.12,59.0,19.999499999999998,68,96,164,Normal
4993,2011-07-31,Fall,22,No,Sun,No,Good,30.34,34.849999999999994,70.0,19.999499999999998,25,71,96,Normal
4994,2011-07-31,Fall,23,No,Sun,No,Good,30.34,34.849999999999994,66.0,15.001299999999999,14,56,70,Normal
4995,2011-08-01,Fall,0,No,Mon,Yes,Good,29.52,34.089999999999996,70.0,15.001299999999999,7,22,29,Normal
4996,2011-08-01,Fall,1,No,Mon,Yes,Good,29.52,34.849999999999994,74.0,12.998000000000001,5,12,17,Normal
4997,2011-08-01,Fall,2,No,Mon,Yes,Good,28.7,33.335,74.0,7.0015,4,7,11,Normal
4998,2011-08-01,Fall,3,No,Mon,Yes,Good,28.7,33.335,79.0,11.0014,0,4,4,Normal
4999,2011-08-01,Fall,4,No,Mon,Yes,Good,27.060000000000002,30.305,83.0,8.9981,2,2,4,Normal
5000,2011-08-01,Fall,5,No,Mon,Yes,Good,27.060000000000002,30.305,83.0,7.0015,2,24,26,Normal
5001,2011-08-01,Fall,6,No,Mon,Yes,Good,27.060000000000002,30.305,83.0,6.0032,3,97,100,Normal
5002,2011-08-01,Fall,7,No,Mon,Yes,Good,30.34,34.089999999999996,62.0,0.0,24,258,282,Normal
5003,2011-08-01,Fall,8,No,Mon,Yes,Good,32.800000000000004,36.364999999999995,43.0,12.998000000000001,35,347,382,Normal
5004,2011-08-01,Fall,9,No,Mon,Yes,Good,33.62,37.12,41.0,0.0,27,139,166,Normal
5005,2011-08-01,Fall,10,No,Mon,Yes,Good,35.26,37.88,36.0,11.0014,27,70,97,Normal
5006,2011-08-01,Fall,11,No,Mon,Yes,Good,36.08,38.635000000000005,32.0,11.0014,53,66,119,Normal
5007,2011-08-01,Fall,12,No,Mon,Yes,Good,36.9,40.150000000000006,33.0,16.997899999999998,53,115,168,Normal
5008,2011-08-01,Fall,13,No,Mon,Yes,Good,36.9,40.150000000000006,31.0,19.999499999999998,38,112,150,Normal
5009,2011-08-01,Fall,14,No,Mon,Yes,Good,37.72,40.910000000000004,28.999999999999996,12.998000000000001,37,86,123,Normal
5010,2011-08-01,Fall,15,No,Mon,Yes,Good,36.9,39.395,27.0,0.0,52,77,129,Normal
5011,2011-08-01,Fall,16,No,Mon,Yes,Good,36.9,39.395,27.0,0.0,34,197,231,Normal
5012,2011-08-01,Fall,17,No,Mon,Yes,Good,31.16,34.089999999999996,45.0,19.999499999999998,69,445,514,Normal
5013,2011-08-01,Fall,18,No,Mon,Yes,Good,31.98,34.849999999999994,43.0,12.998000000000001,68,475,543,Normal
5014,2011-08-01,Fall,19,No,Mon,Yes,Good,30.34,33.335,51.0,15.001299999999999,63,350,413,Normal
5015,2011-08-01,Fall,20,No,Mon,Yes,Good,29.52,34.089999999999996,62.0,15.001299999999999,49,256,305,Normal
5016,2011-08-01,Fall,21,No,Mon,Yes,Good,28.7,32.574999999999996,70.0,16.997899999999998,42,178,220,Normal
5017,2011-08-01,Fall,22,No,Mon,Yes,Good,28.7,32.574999999999996,70.0,6.0032,21,116,137,Normal
5018,2011-08-01,Fall,23,No,Mon,Yes,Good,27.880000000000003,31.819999999999997,74.0,12.998000000000001,14,82,96,Normal
5019,2011-08-02,Fall,0,No,Tue,Yes,Good,27.060000000000002,31.06,74.0,0.0,11,18,29,Normal
5020,2011-08-02,Fall,1,No,Tue,Yes,Good,27.060000000000002,31.06,74.0,7.0015,4,8,12,Normal
5021,2011-08-02,Fall,2,No,Tue,Yes,Good,27.880000000000003,31.819999999999997,69.0,0.0,2,6,8,Normal
5022,2011-08-02,Fall,3,No,Tue,Yes,Good,27.060000000000002,31.06,74.0,12.998000000000001,0,5,5,Normal
5023,2011-08-02,Fall,4,No,Tue,Yes,Good,27.060000000000002,31.06,74.0,7.0015,0,10,10,Normal
5024,2011-08-02,Fall,5,No,Tue,Yes,Good,27.060000000000002,31.06,74.0,8.9981,4,17,21,Normal
5025,2011-08-02,Fall,6,No,Tue,Yes,Good,27.880000000000003,31.819999999999997,69.0,7.0015,12,105,117,Normal
5026,2011-08-02,Fall,7,No,Tue,Yes,Good,29.52,33.335,61.0,19.0012,15,320,335,Normal
5027,2011-08-02,Fall,8,No,Tue,Yes,Good,30.34,34.089999999999996,57.99999999999999,19.0012,37,398,435,Normal
5028,2011-08-02,Fall,9,No,Tue,Yes,Good,31.98,34.849999999999994,46.0,19.999499999999998,31,182,213,Normal
5029,2011-08-02,Fall,10,No,Tue,Yes,Good,33.62,36.364999999999995,36.0,19.999499999999998,50,90,140,Normal
5030,2011-08-02,Fall,11,No,Tue,Yes,Good,34.44,36.364999999999995,32.0,27.999299999999998,32,96,128,Normal
5031,2011-08-02,Fall,12,No,Tue,Yes,Good,35.26,37.12,30.0,19.0012,45,112,157,Normal
5032,2011-08-02,Fall,13,No,Tue,Yes,Good,35.26,37.12,30.0,15.001299999999999,50,153,203,Normal
5033,2011-08-02,Fall,14,No,Tue,Yes,Good,36.9,38.635000000000005,25.0,19.0012,45,114,159,Normal
5034,2011-08-02,Fall,15,No,Tue,Yes,Good,36.9,38.635000000000005,25.0,19.0012,48,120,168,Normal
5035,2011-08-02,Fall,16,No,Tue,Yes,Good,36.9,38.635000000000005,25.0,19.0012,58,216,274,Normal
5036,2011-08-02,Fall,17,No,Tue,Yes,Not Good,36.9,39.395,27.0,8.9981,63,493,556,Normal
5037,2011-08-02,Fall,18,No,Tue,Yes,Not Good,35.26,37.88,34.0,12.998000000000001,65,491,556,Normal
5038,2011-08-02,Fall,19,No,Tue,Yes,Not Good,35.26,37.88,36.0,15.001299999999999,85,369,454,Normal
5039,2011-08-02,Fall,20,No,Tue,Yes,Not Good,33.62,37.88,46.0,16.997899999999998,40,248,288,Normal
5040,2011-08-02,Fall,21,No,Tue,Yes,Good,32.800000000000004,37.12,52.0,15.001299999999999,53,201,254,Normal
5041,2011-08-02,Fall,22,No,Tue,Yes,Not Good,31.98,37.12,59.0,11.0014,22,169,191,Normal
5042,2011-08-02,Fall,23,No,Tue,Yes,Not Good,32.800000000000004,37.12,49.0,11.0014,29,103,132,Normal
5043,2011-08-03,Fall,0,No,Wed,Yes,Not Good,32.800000000000004,37.12,49.0,11.0014,11,32,43,Normal
5044,2011-08-03,Fall,1,No,Wed,Yes,Not Good,31.98,35.605,52.0,11.0014,7,9,16,Normal
5045,2011-08-03,Fall,2,No,Wed,Yes,Not Good,31.98,35.605,49.0,11.0014,2,9,11,Normal
5046,2011-08-03,Fall,3,No,Wed,Yes,Not Good,31.16,34.849999999999994,55.00000000000001,6.0032,0,4,4,Normal
5047,2011-08-03,Fall,4,No,Wed,Yes,Not Good,31.16,34.849999999999994,52.0,11.0014,0,7,7,Normal
5048,2011-08-03,Fall,5,No,Wed,Yes,Not Good,31.16,34.849999999999994,55.00000000000001,6.0032,2,22,24,Normal
5049,2011-08-03,Fall,6,No,Wed,Yes,Nearly Bad,29.52,34.089999999999996,66.0,32.9975,9,101,110,Normal
5050,2011-08-03,Fall,7,No,Wed,Yes,Not Good,30.34,33.335,51.0,15.001299999999999,19,252,271,Normal
5051,2011-08-03,Fall,8,No,Wed,Yes,Not Good,30.34,33.335,51.0,11.0014,29,408,437,Normal
5052,2011-08-03,Fall,9,No,Wed,Yes,Not Good,30.34,34.089999999999996,55.00000000000001,12.998000000000001,23,172,195,Normal
5053,2011-08-03,Fall,10,No,Wed,Yes,Nearly Bad,30.34,34.089999999999996,57.99999999999999,6.0032,9,59,68,Normal
5054,2011-08-03,Fall,11,No,Wed,Yes,Not Good,30.34,34.089999999999996,57.99999999999999,7.0015,29,93,122,Normal
5055,2011-08-03,Fall,12,No,Wed,Yes,Nearly Bad,31.16,34.849999999999994,55.00000000000001,8.9981,19,142,161,Normal
5056,2011-08-03,Fall,13,No,Wed,Yes,Not Good,31.16,35.605,57.99999999999999,15.001299999999999,37,107,144,Normal
5057,2011-08-03,Fall,14,No,Wed,Yes,Not Good,31.16,35.605,57.99999999999999,15.001299999999999,43,104,147,Normal
5058,2011-08-03,Fall,15,No,Wed,Yes,Not Good,28.7,33.335,79.0,8.9981,31,87,118,Normal
5059,2011-08-03,Fall,16,No,Wed,Yes,Nearly Bad,27.880000000000003,31.819999999999997,79.0,0.0,21,129,150,Normal
5060,2011-08-03,Fall,17,No,Wed,Yes,Not Good,28.7,33.335,79.0,0.0,47,378,425,Normal
5061,2011-08-03,Fall,18,No,Wed,Yes,Nearly Bad,28.7,33.335,84.0,0.0,49,443,492,Normal
5062,2011-08-03,Fall,19,No,Wed,Yes,Nearly Bad,28.7,33.335,84.0,0.0,51,270,321,Normal
5063,2011-08-03,Fall,20,No,Wed,Yes,Nearly Bad,28.7,33.335,84.0,7.0015,7,80,87,Normal
5064,2011-08-03,Fall,21,No,Wed,Yes,Not Good,27.880000000000003,31.819999999999997,89.0,8.9981,7,81,88,Normal
5065,2011-08-03,Fall,22,No,Wed,Yes,Nearly Bad,27.880000000000003,31.819999999999997,89.0,7.0015,11,66,77,Normal
5066,2011-08-03,Fall,23,No,Wed,Yes,Not Good,27.880000000000003,31.819999999999997,89.0,6.0032,4,52,56,Normal
5067,2011-08-04,Fall,0,No,Thu,Yes,Not Good,27.880000000000003,31.819999999999997,89.0,6.0032,2,15,17,Normal
5068,2011-08-04,Fall,1,No,Thu,Yes,Not Good,27.060000000000002,29.544999999999998,94.0,6.0032,3,14,17,Panas
5069,2011-08-04,Fall,2,No,Thu,Yes,Not Good,27.060000000000002,29.544999999999998,94.0,6.0032,2,5,7,Panas
5070,2011-08-04,Fall,3,No,Thu,Yes,Nearly Bad,27.060000000000002,29.544999999999998,94.0,6.0032,0,3,3,Panas
5071,2011-08-04,Fall,4,No,Thu,Yes,Not Good,27.880000000000003,31.819999999999997,89.0,0.0,0,7,7,Normal
5072,2011-08-04,Fall,5,No,Thu,Yes,Not Good,27.880000000000003,31.819999999999997,89.0,0.0,3,17,20,Normal
5073,2011-08-04,Fall,6,No,Thu,Yes,Not Good,27.880000000000003,31.819999999999997,89.0,19.999499999999998,7,90,97,Normal
5074,2011-08-04,Fall,7,No,Thu,Yes,Not Good,27.880000000000003,31.819999999999997,89.0,19.999499999999998,11,271,282,Normal
5075,2011-08-04,Fall,8,No,Thu,Yes,Not Good,28.7,32.574999999999996,82.0,23.9994,29,369,398,Normal
5076,2011-08-04,Fall,9,No,Thu,Yes,Good,29.52,34.849999999999994,74.0,22.0028,25,162,187,Normal
5077,2011-08-04,Fall,10,No,Thu,Yes,Good,29.52,33.335,71.0,19.999499999999998,24,89,113,Normal
5078,2011-08-04,Fall,11,No,Thu,Yes,Not Good,30.34,34.849999999999994,66.0,15.001299999999999,37,112,149,Normal
5079,2011-08-04,Fall,12,No,Thu,Yes,Not Good,31.16,35.605,62.0,15.001299999999999,53,152,205,Normal
5080,2011-08-04,Fall,13,No,Thu,Yes,Good,31.16,35.605,57.99999999999999,0.0,63,142,205,Normal
5081,2011-08-04,Fall,14,No,Thu,Yes,Good,32.800000000000004,37.88,55.00000000000001,11.0014,53,114,167,Normal
5082,2011-08-04,Fall,15,No,Thu,Yes,Good,32.800000000000004,37.88,55.00000000000001,16.997899999999998,50,115,165,Normal
5083,2011-08-04,Fall,16,No,Thu,Yes,Good,31.16,35.605,62.0,22.0028,70,220,290,Normal
5084,2011-08-04,Fall,17,No,Thu,Yes,Good,31.16,35.605,62.0,22.0028,91,464,555,Normal
5085,2011-08-04,Fall,18,No,Thu,Yes,Good,28.7,33.335,74.0,19.999499999999998,88,435,523,Normal
5086,2011-08-04,Fall,19,No,Thu,Yes,Good,28.7,33.335,74.0,19.0012,65,301,366,Normal
5087,2011-08-04,Fall,20,No,Thu,Yes,Not Good,28.7,33.335,74.0,12.998000000000001,41,245,286,Normal
5088,2011-08-04,Fall,21,No,Thu,Yes,Not Good,28.7,33.335,74.0,12.998000000000001,25,186,211,Normal
5089,2011-08-04,Fall,22,No,Thu,Yes,Good,27.880000000000003,31.819999999999997,74.0,12.998000000000001,33,141,174,Normal
5090,2011-08-04,Fall,23,No,Thu,Yes,Good,27.060000000000002,31.06,74.0,7.0015,24,108,132,Normal
5091,2011-08-05,Fall,0,No,Fri,Yes,Good,27.060000000000002,31.06,74.0,7.0015,13,41,54,Normal
5092,2011-08-05,Fall,1,No,Fri,Yes,Good,26.240000000000002,29.544999999999998,78.0,6.0032,3,16,19,Panas
5093,2011-08-05,Fall,2,No,Fri,Yes,Good,27.060000000000002,31.06,69.0,0.0,5,14,19,Normal
5094,2011-08-05,Fall,3,No,Fri,Yes,Good,26.240000000000002,29.544999999999998,78.0,6.0032,0,6,6,Panas
5095,2011-08-05,Fall,4,No,Fri,Yes,Good,26.240000000000002,29.544999999999998,78.0,8.9981,1,6,7,Panas
5096,2011-08-05,Fall,5,No,Fri,Yes,Good,26.240000000000002,29.544999999999998,78.0,6.0032,0,16,16,Panas
5097,2011-08-05,Fall,6,No,Fri,Yes,Good,26.240000000000002,29.544999999999998,78.0,8.9981,7,94,101,Panas
5098,2011-08-05,Fall,7,No,Fri,Yes,Good,27.060000000000002,30.305,78.0,8.9981,23,247,270,Normal
5099,2011-08-05,Fall,8,No,Fri,Yes,Good,28.7,32.574999999999996,65.0,15.001299999999999,39,415,454,Normal
5100,2011-08-05,Fall,9,No,Fri,Yes,Good,29.52,33.335,57.99999999999999,7.0015,43,183,226,Normal
5101,2011-08-05,Fall,10,No,Fri,Yes,Good,30.34,34.089999999999996,55.00000000000001,8.9981,50,113,163,Normal
5102,2011-08-05,Fall,11,No,Fri,Yes,Not Good,31.16,34.849999999999994,52.0,16.997899999999998,44,103,147,Normal
5103,2011-08-05,Fall,12,No,Fri,Yes,Good,31.16,34.849999999999994,52.0,16.997899999999998,57,159,216,Normal
5104,2011-08-05,Fall,13,No,Fri,Yes,Good,31.98,35.605,52.0,16.997899999999998,40,164,204,Normal
5105,2011-08-05,Fall,14,No,Fri,Yes,Not Good,31.98,35.605,52.0,16.997899999999998,81,164,245,Normal
5106,2011-08-05,Fall,15,No,Fri,Yes,Good,31.16,34.849999999999994,55.00000000000001,16.997899999999998,50,160,210,Normal
5107,2011-08-05,Fall,16,No,Fri,Yes,Good,32.800000000000004,37.12,49.0,16.997899999999998,76,254,330,Normal
5108,2011-08-05,Fall,17,No,Fri,Yes,Good,31.98,35.605,49.0,19.999499999999998,84,466,550,Normal
5109,2011-08-05,Fall,18,No,Fri,Yes,Good,31.16,34.849999999999994,52.0,16.997899999999998,105,361,466,Normal
5110,2011-08-05,Fall,19,No,Fri,Yes,Good,30.34,34.089999999999996,55.00000000000001,16.997899999999998,90,282,372,Normal
5111,2011-08-05,Fall,20,No,Fri,Yes,Good,29.52,33.335,57.99999999999999,15.001299999999999,70,221,291,Normal
5112,2011-08-05,Fall,21,No,Fri,Yes,Good,28.7,32.574999999999996,65.0,12.998000000000001,54,119,173,Normal
5113,2011-08-05,Fall,22,No,Fri,Yes,Good,28.7,32.574999999999996,65.0,15.001299999999999,51,137,188,Normal
5114,2011-08-05,Fall,23,No,Fri,Yes,Good,27.880000000000003,31.819999999999997,69.0,15.001299999999999,37,102,139,Normal
5115,2011-08-06,Fall,0,No,Sat,No,Good,27.060000000000002,30.305,78.0,12.998000000000001,29,104,133,Normal
5116,2011-08-06,Fall,1,No,Sat,No,Good,27.060000000000002,30.305,78.0,11.0014,17,50,67,Normal
5117,2011-08-06,Fall,2,No,Sat,No,Good,27.060000000000002,30.305,78.0,15.001299999999999,14,39,53,Normal
5118,2011-08-06,Fall,3,No,Sat,No,Not Good,27.060000000000002,30.305,78.0,11.0014,14,28,42,Normal
5119,2011-08-06,Fall,4,No,Sat,No,Not Good,27.060000000000002,30.305,83.0,11.0014,5,5,10,Normal
5120,2011-08-06,Fall,5,No,Sat,No,Good,26.240000000000002,28.79,89.0,6.0032,2,4,6,Panas
5121,2011-08-06,Fall,6,No,Sat,No,Good,26.240000000000002,28.79,89.0,7.0015,5,22,27,Panas
5122,2011-08-06,Fall,7,No,Sat,No,Good,27.880000000000003,31.819999999999997,83.0,11.0014,14,49,63,Normal
5123,2011-08-06,Fall,8,No,Sat,No,Good,27.880000000000003,31.819999999999997,83.0,11.0014,27,94,121,Normal
5124,2011-08-06,Fall,9,No,Sat,No,Good,30.34,34.849999999999994,70.0,15.001299999999999,60,155,215,Normal
5125,2011-08-06,Fall,10,No,Sat,No,Not Good,30.34,34.849999999999994,70.0,19.0012,91,199,290,Normal
5126,2011-08-06,Fall,11,No,Sat,No,Good,31.98,37.12,62.0,15.001299999999999,138,211,349,Normal
5127,2011-08-06,Fall,12,No,Sat,No,Good,32.800000000000004,37.88,55.00000000000001,15.001299999999999,130,252,382,Normal
5128,2011-08-06,Fall,13,No,Sat,No,Not Good,32.800000000000004,38.635000000000005,59.0,22.0028,176,265,441,Normal
5129,2011-08-06,Fall,14,No,Sat,No,Good,33.62,38.635000000000005,52.0,16.997899999999998,176,204,380,Normal
5130,2011-08-06,Fall,15,No,Sat,No,Not Good,34.44,40.150000000000006,53.0,16.997899999999998,130,232,362,Normal
5131,2011-08-06,Fall,16,No,Sat,No,Nearly Bad,30.34,35.605,79.0,11.0014,155,188,343,Normal
5132,2011-08-06,Fall,17,No,Sat,No,Nearly Bad,30.34,35.605,79.0,11.0014,61,88,149,Normal
5133,2011-08-06,Fall,18,No,Sat,No,Not Good,29.52,34.849999999999994,79.0,30.002599999999997,81,130,211,Normal
5134,2011-08-06,Fall,19,No,Sat,No,Nearly Bad,29.52,35.605,84.0,16.997899999999998,57,114,171,Normal
5135,2011-08-06,Fall,20,No,Sat,No,Nearly Bad,29.52,34.849999999999994,79.0,19.0012,58,79,137,Normal
5136,2011-08-06,Fall,21,No,Sat,No,Not Good,28.7,33.335,84.0,22.0028,28,86,114,Normal
5137,2011-08-06,Fall,22,No,Sat,No,Not Good,28.7,33.335,84.0,22.0028,24,96,120,Normal
5138,2011-08-06,Fall,23,No,Sat,No,Nearly Bad,28.7,33.335,84.0,19.0012,29,79,108,Normal
5139,2011-08-07,Fall,0,No,Sun,No,Not Good,28.7,33.335,84.0,19.0012,14,66,80,Normal
5140,2011-08-07,Fall,1,No,Sun,No,Not Good,28.7,33.335,84.0,16.997899999999998,10,63,73,Normal
5141,2011-08-07,Fall,2,No,Sun,No,Not Good,28.7,33.335,84.0,15.001299999999999,18,48,66,Normal
5142,2011-08-07,Fall,3,No,Sun,No,Not Good,28.7,33.335,84.0,8.9981,9,23,32,Normal
5143,2011-08-07,Fall,4,No,Sun,No,Good,28.7,33.335,84.0,8.9981,1,5,6,Normal
5144,2011-08-07,Fall,5,No,Sun,No,Good,28.7,33.335,89.0,12.998000000000001,1,4,5,Normal
5145,2011-08-07,Fall,6,No,Sun,No,Good,28.7,33.335,89.0,11.0014,3,10,13,Normal
5146,2011-08-07,Fall,7,No,Sun,No,Good,28.7,33.335,84.0,12.998000000000001,11,28,39,Normal
5147,2011-08-07,Fall,8,No,Sun,No,Good,29.52,34.849999999999994,79.0,12.998000000000001,23,66,89,Normal
5148,2011-08-07,Fall,9,No,Sun,No,Good,31.16,37.12,75.0,7.0015,82,102,184,Normal
5149,2011-08-07,Fall,10,No,Sun,No,Good,32.800000000000004,40.150000000000006,66.0,8.9981,88,178,266,Normal
5150,2011-08-07,Fall,11,No,Sun,No,Good,33.62,41.665,63.0,0.0,113,156,269,Normal
5151,2011-08-07,Fall,12,No,Sun,No,Good,36.9,42.425000000000004,42.0,19.999499999999998,161,209,370,Normal
5152,2011-08-07,Fall,13,No,Sun,No,Good,36.9,42.425000000000004,42.0,19.999499999999998,118,206,324,Normal
5153,2011-08-07,Fall,14,No,Sun,No,Good,35.26,40.150000000000006,47.0,12.998000000000001,130,192,322,Normal
5154,2011-08-07,Fall,15,No,Sun,No,Nearly Bad,29.52,34.849999999999994,74.0,19.999499999999998,118,208,326,Normal
5155,2011-08-07,Fall,16,No,Sun,No,Nearly Bad,29.52,34.849999999999994,74.0,19.999499999999998,74,119,193,Normal
5156,2011-08-07,Fall,17,No,Sun,No,Nearly Bad,30.34,35.605,74.0,43.000600000000006,63,131,194,Normal
5157,2011-08-07,Fall,18,No,Sun,No,Good,29.52,34.849999999999994,74.0,6.0032,74,155,229,Normal
5158,2011-08-07,Fall,19,No,Sun,No,Good,29.52,34.849999999999994,79.0,11.0014,68,160,228,Normal
5159,2011-08-07,Fall,20,No,Sun,No,Good,29.52,35.605,84.0,8.9981,50,133,183,Normal
5160,2011-08-07,Fall,21,No,Sun,No,Good,29.52,35.605,84.0,7.0015,36,100,136,Normal
5161,2011-08-07,Fall,22,No,Sun,No,Good,28.7,33.335,89.0,12.998000000000001,21,82,103,Normal
5162,2011-08-07,Fall,23,No,Sun,No,Good,28.7,33.335,79.0,7.0015,12,43,55,Normal
5163,2011-08-08,Fall,0,No,Mon,Yes,Good,28.7,33.335,79.0,7.0015,13,17,30,Normal
5164,2011-08-08,Fall,1,No,Mon,Yes,Good,27.880000000000003,31.819999999999997,83.0,8.9981,4,8,12,Normal
5165,2011-08-08,Fall,2,No,Mon,Yes,Good,27.060000000000002,29.544999999999998,89.0,0.0,4,3,7,Panas
5166,2011-08-08,Fall,3,No,Mon,Yes,Good,27.060000000000002,29.544999999999998,89.0,0.0,1,0,1,Panas
5167,2011-08-08,Fall,4,No,Mon,Yes,Good,27.060000000000002,29.544999999999998,89.0,7.0015,2,8,10,Panas
5168,2011-08-08,Fall,5,No,Mon,Yes,Good,28.7,33.335,79.0,6.0032,1,14,15,Normal
5169,2011-08-08,Fall,6,No,Mon,Yes,Good,28.7,32.574999999999996,65.0,19.0012,8,87,95,Normal
5170,2011-08-08,Fall,7,No,Mon,Yes,Good,29.52,34.089999999999996,62.0,19.999499999999998,18,249,267,Normal
5171,2011-08-08,Fall,8,No,Mon,Yes,Good,30.34,34.089999999999996,57.99999999999999,22.0028,29,320,349,Normal
5172,2011-08-08,Fall,9,No,Mon,Yes,Good,31.16,34.849999999999994,55.00000000000001,26.0027,37,146,183,Normal
5173,2011-08-08,Fall,10,No,Mon,Yes,Good,32.800000000000004,37.12,52.0,26.0027,62,62,124,Normal
5174,2011-08-08,Fall,11,No,Mon,Yes,Good,33.62,37.12,48.0,23.9994,90,89,179,Normal
5175,2011-08-08,Fall,12,No,Mon,Yes,Good,33.62,37.88,46.0,16.997899999999998,48,134,182,Normal
5176,2011-08-08,Fall,13,No,Mon,Yes,Good,34.44,37.88,44.0,19.999499999999998,43,108,151,Normal
5177,2011-08-08,Fall,14,No,Mon,Yes,Good,33.62,37.12,43.0,19.999499999999998,41,109,150,Normal
5178,2011-08-08,Fall,15,No,Mon,Yes,Good,34.44,37.88,41.0,19.999499999999998,40,86,126,Normal
5179,2011-08-08,Fall,16,No,Mon,Yes,Good,35.26,38.635000000000005,39.0,19.0012,64,218,282,Normal
5180,2011-08-08,Fall,17,No,Mon,Yes,Good,35.26,38.635000000000005,39.0,11.0014,67,460,527,Normal
5181,2011-08-08,Fall,18,No,Mon,Yes,Good,34.44,37.88,41.0,8.9981,64,465,529,Normal
5182,2011-08-08,Fall,19,No,Mon,Yes,Good,33.62,37.12,43.0,7.0015,64,352,416,Normal
5183,2011-08-08,Fall,20,No,Mon,Yes,Good,32.800000000000004,37.88,55.00000000000001,0.0,71,215,286,Normal
5184,2011-08-08,Fall,21,No,Mon,Yes,Good,31.16,35.605,57.99999999999999,6.0032,30,156,186,Normal
5185,2011-08-08,Fall,22,No,Mon,Yes,Good,31.16,35.605,57.99999999999999,7.0015,26,121,147,Normal
5186,2011-08-08,Fall,23,No,Mon,Yes,Good,30.34,34.849999999999994,66.0,7.0015,19,53,72,Normal
5187,2011-08-09,Fall,0,No,Tue,Yes,Good,29.52,34.849999999999994,79.0,8.9981,10,25,35,Normal
5188,2011-08-09,Fall,1,No,Tue,Yes,Good,29.52,34.089999999999996,66.0,0.0,5,9,14,Normal
5189,2011-08-09,Fall,2,No,Tue,Yes,Good,29.52,34.089999999999996,70.0,0.0,9,3,12,Normal
5190,2011-08-09,Fall,3,No,Tue,Yes,Good,29.52,34.089999999999996,62.0,0.0,0,3,3,Normal
5191,2011-08-09,Fall,4,No,Tue,Yes,Good,28.7,33.335,74.0,0.0,1,6,7,Normal
5192,2011-08-09,Fall,5,No,Tue,Yes,Good,28.7,32.574999999999996,65.0,6.0032,5,25,30,Normal
5193,2011-08-09,Fall,6,No,Tue,Yes,Good,29.52,33.335,64.0,0.0,6,95,101,Normal
5194,2011-08-09,Fall,7,No,Tue,Yes,Good,29.52,34.849999999999994,74.0,7.0015,30,313,343,Normal
5195,2011-08-09,Fall,8,No,Tue,Yes,Good,30.34,34.849999999999994,66.0,0.0,40,352,392,Normal
